facility,"vendor_category","vendor_reference_location"
TMQ,"Inbound terminal port queuing","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
TN,"Telnet","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
TN3270,"TN3270 protocol","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
TOASTER_CP,"Toaster-based coprocessor assist","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
TOASTER_IPC,"Toaster interprocess communication","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
TOPN_COUNTERS,"Switch TopN report counters","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
TPLUS,"TACACS Protocol","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
TR,"Token Ring","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
TRANSCEIVER,"Transceiver module","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
TRINITY,"Trinity System","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
TRUNK,"E1/T1 trunk card","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
TRUNK_CLOCK,"AS5400 clocking","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
TRUNK_DFC,"Trunk dial feature card","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
TRUNK_SERIAL,"Trunk serial device","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
TSP,"Tag-switched path (TSP)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
TTFIB_NP_CLIENT,"Toaster Tag FIB (TTFIB) NP client","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
TTY,"Tty-related for all platforms","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
TTYDRIVER,"Router shelf asynchronous driver","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
TUN,"Tunnel","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
TUNSS,"Tunnel security","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
TURBORSC,"Platform-specific RSC","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
TWOBT,"WS 2BT protocol driver","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
TWO_GIGE,"Two Gigabit Ethernet subsystem","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
TXCONN,"Cisco Transaction Connection (CTRC)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
UBL,"Universal Boot Loader","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
UBR7200,"Cable modem termination system","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
UBR900,"Cisco uBR900 Series Cable Access Routers","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
UCODE,"Microcode","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
UDLD,"UniDirectional Link Detection (UDLD) protocol","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
UNICAST_FLOOD,"Unicast flooding","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
UNIX,"UNIX","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
UNIXRP,"UNIX RP","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
UPS,"Uninterruptible power supply","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
URLF,"URL filtering subsystem","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
USBFLASH,"USB flash device","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
USB_HOST_STACK,"USB host stack","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
USB_TOKEN,"USB security token","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
USB_TOKEN_FILESYS,"USB Token File System","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
UTIL,"Utility","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VACL,"VLAN ACL","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VALENCIA,"Valencia ASIC on Services SPA Carrier Card (SSC-600)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VFC,"Voice over IP (VoIP)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VINES,"Banyan VINES","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VIP,"Versatile Interface Processor","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VIP_MDR,"Versatile Interface Processor Minimum Disruption Restart system","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VIPMLP,"Multilink PPP","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VOA,"Hamptons variable optical attenuator (VOA) card","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VOICE_ELOG,"Voice event logger","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VOICE_FSM,"MC3810 voice FSM subsystem","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VOICE_IEC,"Voice internal error code (IEC)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VOICE_RC,"MC3810 voice resource subsystem","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VOICE_UTIL,"Voice call control utilities","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VOIPAAA,"VoIP AAA","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VOIPFIB,"VoIP FIB","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VOLANT,"Content engine NM","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VPA,"Voice port adapter","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VPD,"ATM CES (Voice Processor Deck) driver","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VPDN,"Virtual Private Dialup Networking","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VPLS_NP_CLIENT,"Virtual Private LAN Service NP client","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VPN_HW,"VPN hardware accelerator","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VPNSM,"VPN Services Module","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VPNSMIOS,"VPNSM crypto connection","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VPNSMIOSSP,"VPNSM crypto connection SP","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VRM,"Voice Resource Management","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VRRP,"Virtual Router Redundancy Protocol","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VSAT,"Satellite Module","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VSEC,"VLAN security violation","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VS_GENERIC,"Virtual switch","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VSL,"Virtual switch link","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VSI_M,"Virtual switch interface (VSI) master","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VSL_BRINGUP,"Virtual switch link bringup","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VSLP,"Virtual Switch Link Protocol","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VS_MOD,"Virtual switch module provisioning","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VS_PARSE,"Virtual switch","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VS_QOS_ACL,"Virtual switch QoS ACL","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VSTATS,"Voice statistics push data","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
VTSP,"Voice telephony security parameter index (SPI)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
WA_ENGINE,"WA engine network module","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
WARMUPGRADE,"Warm upgrade feature","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
WCCP,"Web Cache Communication Protocol (WCCP)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
WIC_AM,"WIC-AM modem initialization","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
WiSM,"WiFi services module","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
WLAN_CONTROLLER,"WLAN controller network module","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
WLCCP_WDS,"Wireless LAN Context Control Protocol (WLCCP) for WDS","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
WS_ALARM,"Windstar alarm","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
WSHTF,"HT_FPGA data plane driver","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
WSIPC,"Windstar IPC","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
X25,"X.25","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
XCCTSP_VOICE,"External Call Control Telephony Service Provider","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
XCPA,"Mainframe Channel Port Adapter","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
XCVR,"Transponder","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
XDR,"eXternal Data Representation","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
XDSDLWIC,"Cisco 2600 series and 3600 series xDSL drivers","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
XTAGATM,"Extended Tag ATM (XTagATM)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
Y88E8K,"Yukon 88E8000 E/FE/GE controller","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
ZAM,"Zenith Alarm Management","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
ARPSNOOPINGMAN,"ARP Snooping","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
BAD_ID_HW,"Hardware ID error","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
BUFFERMANAGER,"Memory buffer management","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
CHASSIS,"Chassis","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
COMMONHWACLMAN,"Common hardware ACL management","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
COMMONSTUBMAN,"ASIC-specific messages","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
EBM,"Ethernet bridge management","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
GBICMAN,"Gigabit Interface Converter (GBIC) manager","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
GLMMAN,"TwinGig converter messages","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
HWACLMAN,"Hardware ACL management","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
HWL2MAN,"Layer 2 hardware management","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
HWNETFLOWMAN,"NetFlow management","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
HWPORTMAN,"Hardware port management","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
ILCPROTOCOLERROR,"ILC protocol","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
IOSACLMAN,"Cisco IOS ACL management","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
IOSDIAGMAN,"Cisco IOS Diagnostic Manager","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
IOSDHCPSNOOPMAN,"Cisco IOS DHCP snoop management","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
IOSIGMPSNOOPMAN,"Cisco IOS IGMP snoop management","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
IOSINTF,"Catalyst 4500 IOS interface operation","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
IOSIPROUTEMAN,"Cisco IOS IP Route Manager","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
IOSL2MAN,"Cisco IOS Layer 2 Manager","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
IOSL3MAN,"Cisco IOS Layer 3 Manager","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
IOSMODPORTMAN,"Cisco IOS module Port Manager","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
IOSREDUNDANCYMAN,"Cisco IOS redundancy manager","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
IOSSYS,"Catalyst 4500 IOS system","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
IOSSYSMAN,"Catalyst 4500 IOS system management","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
IOSTRUSTSEC,"Cisco TrustSec, also known as SGA.","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
IPROUTEMAN,"Catalyst 4500 IOS IP routing management","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
L2MAN,"Layer 2 hardware management","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
L3HWFORWARDING,"Layer 3 hardware forwarding","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
LINECARDMGMTPROTOCOL,"Line Card Management Protocol","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
LOGGING_REDIRECT,"Logging Redirect ISSU","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
LPIPMAN,"LAN Port IP (LPIP) dynamic host policies","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
PKTPROCESSING,"Packet processing","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
PORTFANOUTASIC4X1000MAN,"Port fan-out ASIC 4x1000 management","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
PORTFANOUTASIC8X1000HW,"Port fan-out ASIC 8x1000 hardware","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
PORTFANOUTASIC8X100MAN,"Port fan-out ASIC 8x100 management","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
PPPoE_ IA,"Point-to-Point Protocol over Ethernet","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
S2W,"Calendar","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
SPD,"SPD","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
STORE,"Memory","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
SWITCH-QOS-TB,"Switch QoS management","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
SWITCHINGENGINEMAN,"Switching engine management","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
SWITCHMANAGER,"Switch management","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
SWNETFLOWMAN,"Software NetFlow management","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
SYSMAN,"System management","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
UFAST_MCAST_SW,"UplinkFast","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
VQPCLIENT,"VLAN query protocol client","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
WATCHDOG,"Watchdog timer","http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst4500/15-1/XE_340SG/system/messages/sem_15_1_2/edesc.html"
